Ticker,Name,Sector,Industry,Price,Collection,Embedding_Dimension
SCVL,Shoe Carnival Inc.,Services,Apparel Stores,WIKI/SCVL,stocks/scvl,3
SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines,WIKI/SE,stocks/se,3
SEAC,SeaChange International Inc.,Technology,Application Software,WIKI/SEAC,stocks/seac,2
SBBX,Sussex Bancorp,Financial,Regional - Northeast Banks,NA,stocks/sbbx,
SEB,Seaboard Corp.,Conglomerates,Conglomerates,WIKI/SEB,stocks/seb,1
SEAS,"SeaWorld Entertainment, Inc.",Services,Sporting Activities,WIKI/SEAS,stocks/seas,2
SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,WIKI/SEE,stocks/see,2
SEIC,SEI Investments Co.,Financial,Asset Management,WIKI/SEIC,stocks/seic,3
SEM,Select Medical Holdings Corporation,Healthcare,Hospitals,WIKI/SEM,stocks/sem,2
SEMG,SemGroup Corporation,Basic Materials,Oil & Gas Pipelines,WIKI/SEMG,stocks/semg,2
SENEA,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods,WIKI/SENEA,stocks/senea,2
SENEB,Seneca Foods Corp.,Consumer Goods,Processed & Packaged Goods,NA,stocks/seneb,
SEV,"Sevcon, Inc.",Technology,Semiconductor - Integrated Circuits,NA,stocks/sev,
SF,Stifel Financial Corp.,Financial,Investment Brokerage - Regional,WIKI/SF,stocks/sf,2
SFE,"Safeguard Scientifics, Inc.",Services,Business Services,WIKI/SFE,stocks/sfe,3
SFG,StanCorp Financial Group Inc.,Financial,Accident & Health Insurance,WIKI/SFG,stocks/sfg,2
SFLY,"Shutterfly, Inc.",Services,Personal Services,WIKI/SFLY,stocks/sfly,2
SFNC,Simmons First National Corporation,Financial,Money Center Banks,WIKI/SFNC,stocks/sfnc,2
SGA,Saga Communications Inc.,Services,Broadcasting - Radio,WIKI/SGA,stocks/sga,3
SGB,Southwest Georgia Financial Corp.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/sgb,
SGC,Superior Uniform Group Inc.,Consumer Goods,Textile - Apparel Clothing,NA,stocks/sgc,
SGI,Silicon Graphics International Corp.,Technology,Diversified Computer Systems,WIKI/SGI,stocks/sgi,2
SGEN,Seattle Genetics Inc.,Healthcare,Biotechnology,WIKI/SGEN,stocks/sgen,3
SGMA,SigmaTron International Inc.,Technology,Printed Circuit Boards,NA,stocks/sgma,
SGMO,Sangamo Biosciences Inc.,Healthcare,Biotechnology,WIKI/SGMO,stocks/sgmo,2
SGNT,"Sagent Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,WIKI/SGNT,stocks/sgnt,2
SGMS,Scientific Games Corporation,Services,Gaming Activities,WIKI/SGMS,stocks/sgms,3
SGY,Stone Energy Corp.,Basic Materials,Independent Oil & Gas,WIKI/SGY,stocks/sgy,2
SGYP,"Synergy Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/SGYP,stocks/sgyp,1
SHLD,Sears Holdings Corporation,Services,Department Stores,WIKI/SHLD,stocks/shld,2
SHEN,Shenandoah Telecommunications Co.,Technology,Telecom Services - Domestic,WIKI/SHEN,stocks/shen,2
SHLM,"A. Schulman, Inc.",Basic Materials,Chemicals - Major Diversified,WIKI/SHLM,stocks/shlm,2
SHLO,Shiloh Industries Inc.,Industrial Goods,Metal Fabrication,WIKI/SHLO,stocks/shlo,4
SHOO,"Steven Madden, Ltd.",Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/SHOO,stocks/shoo,3
SHOR,"ShoreTel, Inc.",Technology,Communication Equipment,WIKI/SHOR,stocks/shor,3
SIG,Signet Jewelers Limited,Services,Jewelry Stores,WIKI/SIG,stocks/sig,0
SHOS,"Sears Hometown and Outlet Stores, Inc.",Services,Department Stores,WIKI/SHOS,NA,2
SIGA,"SIGA Technologies, Inc.",Healthcare,Biotechnology,WIKI/SIGA,stocks/siga,3
SIGM,"Sigma Designs, Inc.",Technology,Semiconductor - Specialized,WIKI/SIGM,stocks/sigm,2
SIMG,"Silicon Image, Inc.",Technology,Semiconductor - Broad Line,WIKI/SIMG,stocks/simg,2
SIRO,Sirona Dental Systems Inc.,Healthcare,Medical Appliances & Equipment,WIKI/SIRO,stocks/siro,2
SIVB,SVB Financial Group,Financial,Regional - Pacific Banks,WIKI/SIVB,stocks/sivb,2
SIX,Six Flags Entertainment Corporation,Services,General Entertainment,WIKI/SIX,stocks/six,2
SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,WIKI/SJI,stocks/sji,3
SJW,SJW Corp.,Utilities,Water Utilities,WIKI/SJW,stocks/sjw,2
SKH,"Skilled Healthcare Group, Inc.",Healthcare,Long-Term Care Facilities,WIKI/SKH,stocks/skh,2
SKT,Tanger Factory Outlet Centers Inc.,Financial,REIT - Retail,NA,stocks/skt,
SKUL,"Skullcandy, Inc.",Consumer Goods,Electronic Equipment,WIKI/SKUL,stocks/skul,2
SKX,Skechers USA Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/SKX,stocks/skx,2
SKY,Skyline Corp.,Industrial Goods,Manufactured Housing,NA,stocks/sky,
SKYW,SkyWest Inc.,Services,Regional Airlines,WIKI/SKYW,stocks/skyw,2
SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/SLAB,stocks/slab,2
SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,WIKI/SLB,stocks/slb,2
SLCA,"U.S. Silica Holdings, Inc.",Basic Materials,Industrial Metals & Minerals,WIKI/SLCA,stocks/slca,2
SLG,SL Green Realty Corp.,Financial,REIT - Retail,NA,stocks/slg,
SLGN,Silgan Holdings Inc.,Consumer Goods,Packaging & Containers,WIKI/SLGN,stocks/slgn,2
SLH,Solera Holdings Inc.,Technology,Business Software & Services,WIKI/SLH,stocks/slh,2
SLI,SL Industries Inc.,Technology,Diversified Electronics,NA,stocks/sli,
SLM,SLM Corporation,Financial,Credit Services,WIKI/SLM,stocks/slm,3
SLMAP,SLM Corporation,,,NA,NA,
SLP,"Simulations Plus, Inc.",Technology,Business Software & Services,NA,stocks/slp,
SLTC,"Selectica, Inc.",Technology,Internet Software & Services,NA,stocks/sltc,
SLTM,"Solta Medical, Inc.",,,NA,stocks/sltm,
SLXP,Salix Pharmaceuticals Ltd.,Healthcare,Drugs - Generic,WIKI/SLXP,stocks/slxp,2
SM,SM Energy Company,Basic Materials,Independent Oil & Gas,WIKI/SM,stocks/sm,2
SMA,"Symmetry Medical, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/SMA,stocks/sma,2
SMED,Sharps Compliance Corp.,Industrial Goods,Waste Management,NA,stocks/smed,
SMCI,"Super Micro Computer, Inc.",Technology,Networking & Communication Devices,WIKI/SMCI,stocks/smci,2
SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Chemicals,WIKI/SMG,stocks/smg,2
SMIT,"Schmitt Industries, Inc.",Technology,Scientific & Technical Instruments,NA,stocks/smit,
SMLP,"Summit Midstream Partners, LP",Utilities,Gas Utilities,NA,stocks/smlp,
SMMF,Summit Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/smmf,
SMP,Standard Motor Products Inc.,Consumer Goods,Auto Parts,WIKI/SMP,stocks/smp,2
SMPL,"Simplicity Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/smpl,
SMRT,Stein Mart Inc.,Services,Apparel Stores,WIKI/SMRT,stocks/smrt,2
SMSI,Smith Micro Software Inc.,Technology,Application Software,NA,stocks/smsi,
SMTC,Semtech Corporation,Technology,Semiconductor - Integrated Circuits,WIKI/SMTC,stocks/smtc,2
SMTX,SMTC Corporation,Technology,Printed Circuit Boards,NA,stocks/smtx,
SN,Sanchez Energy Corporation,Basic Materials,Independent Oil & Gas,WIKI/SN,stocks/sn,2
SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories,WIKI/SNA,stocks/sna,2
SNAK,"Inventure Foods, Inc.",Consumer Goods,Processed & Packaged Goods,WIKI/SNAK,stocks/snak,3
SNBC,Sun Bancorp Inc.,Financial,Regional - Northeast Banks,WIKI/SNBC,stocks/snbc,3
SNCR,"Synchronoss Technologies, Inc.",Technology,Application Software,WIKI/SNCR,stocks/sncr,2
SNDK,SanDisk Corp.,Technology,Data Storage Devices,WIKI/SNDK,stocks/sndk,3
SNFCA,Security National Financial Corp.,Financial,Credit Services,NA,stocks/snfca,
SNH,Senior Housing Properties Trust,Financial,REIT - Healthcare Facilities,NA,stocks/snh,
SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,WIKI/SNI,stocks/sni,2
SNMX,Senomyx Inc.,Basic Materials,Specialty Chemicals,NA,stocks/snmx,
SNPS,Synopsys Inc.,Technology,Semiconductor Equipment & Materials,WIKI/SNPS,stocks/snps,2
SNTA,Synta Pharmaceuticals Corp.,Healthcare,Biotechnology,WIKI/SNTA,stocks/snta,2
SNTS,"Santarus, Inc.",,,NA,stocks/snts,
SNSS,"Sunesis Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/SNSS,stocks/snss,3
SNV,Synovus Financial Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/SNV,stocks/snv,3
SNX,SYNNEX Corp.,Services,Business Services,WIKI/SNX,stocks/snx,2
SO,Southern Company,Utilities,Diversified Utilities,WIKI/SO,stocks/so,3
SOCB,Southcoast Financial Corp.,Financial,Regional - Southeast Banks,NA,stocks/socb,
SOFO,"Sonic Foundry, Inc.",Technology,Application Software,NA,stocks/sofo,
SOHU,Sohu.com Inc.,Technology,Internet Information Providers,NA,stocks/sohu,
SON,Sonoco Products Co.,Consumer Goods,Packaging & Containers,WIKI/SON,stocks/son,2
SONA,Southern National Bancorp of Virginia Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/sona,
SONC,Sonic Corp.,Services,Restaurants,WIKI/SONC,stocks/sonc,2
SONS,"Sonus Networks, Inc.",Technology,Communication Equipment,WIKI/SONS,stocks/sons,2
SONT,"Seen On Screen TV, Inc.",,,NA,stocks/sont,
SORL,"SORL Auto Parts, Inc.",Consumer Goods,Auto Manufacturers - Major,NA,stocks/sorl,
SPA,Sparton Corp.,Technology,Diversified Electronics,WIKI/SPA,stocks/spa,3
SPAN,Span-America Medical Systems Inc.,Healthcare,Medical Appliances & Equipment,NA,stocks/span,
SPAR,Spartan Motors Inc.,Consumer Goods,Trucks & Other Vehicles,WIKI/SPAR,stocks/spar,3
SPB,"Spectrum Brands Holdings, Inc.",Industrial Goods,Industrial Electrical Equipment,WIKI/SPB,stocks/spb,2
SPBC,"SP Bancorp, Inc.",Financial,Credit Services,NA,stocks/spbc,
SPCHA,Sport Chalet Inc.,,,NA,stocks/spcha,
SPCHB,Sport Chalet Inc.,Services,Sporting Goods Stores,NA,stocks/spchb,
SPEX,Spherix Incorporated,Healthcare,Medical Laboratories & Research,NA,stocks/spex,
SPF,Standard Pacific Corp.,Industrial Goods,Residential Construction,WIKI/SPF,stocks/spf,3
SPG,Simon Property Group Inc.,Financial,REIT - Retail,WIKI/SPG,stocks/spg,2
SPH,"Suburban Propane Partners, L.P.",Utilities,Gas Utilities,NA,stocks/sph,
SPLK,"Splunk, Inc.",Technology,Application Software,WIKI/SPLK,stocks/splk,2
SPIR,Spire Corp.,Technology,Semiconductor - Broad Line,NA,stocks/spir,
SPLP,Steel Partners Holdings L.P,Conglomerates,Conglomerates,NA,stocks/splp,
SPLS,"Staples, Inc.",Services,"Specialty Retail, Other",WIKI/SPLS,stocks/spls,3
SPN,"Superior Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/SPN,stocks/spn,1
SPNC,The Spectranetics Corporation,Healthcare,Medical Appliances & Equipment,WIKI/SPNC,stocks/spnc,3
SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/SPPI,stocks/sppi,2
SPR,"Spirit AeroSystems Holdings, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/SPR,stocks/spr,2
SPRO,SmartPros Ltd.,Services,Education & Training Services,NA,stocks/spro,
SPRT,"Support.com, Inc.",Technology,Internet Software & Services,WIKI/SPRT,stocks/sprt,2
SPSC,"SPS Commerce, Inc.",Technology,Application Software,WIKI/SPSC,stocks/spsc,2
SPU,"SkyPeople Fruit Juice, Inc.",Consumer Goods,Beverages - Soft Drinks,NA,stocks/spu,
SPTN,Spartan Stores Inc.,Services,Food Wholesale,WIKI/SPTN,stocks/sptn,2
SPW,SPX Corporation,Industrial Goods,Diversified Machinery,WIKI/SPW,stocks/spw,2
SPWR,SunPower Corporation,Technology,Semiconductor - Specialized,WIKI/SPWR,stocks/spwr,3
SQI,"SciQuest, Inc.",Technology,Application Software,WIKI/SQI,stocks/sqi,2
SQNM,Sequenom Inc.,Healthcare,Biotechnology,WIKI/SQNM,stocks/sqnm,2
SR,The Standard Register Company,Consumer Goods,Office Supplies,NA,stocks/sr,
SRCE,1st Source Corporation,Financial,Regional - Midwest Banks,WIKI/SRCE,stocks/srce,3
SRDX,"SurModics, Inc.",Healthcare,Diagnostic Substances,WIKI/SRDX,stocks/srdx,2
SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management,WIKI/SRCL,stocks/srcl,2
SREV,"ServiceSource International, Inc.",Technology,Business Software & Services,WIKI/SREV,stocks/srev,2
SRE,Sempra Energy,Utilities,Diversified Utilities,WIKI/SRE,stocks/sre,2
SRI,Stoneridge Inc.,Consumer Goods,Auto Parts,WIKI/SRI,stocks/sri,2
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/SRPT,stocks/srpt,3
SRT,"StarTek, Inc.",Services,Business Services,NA,stocks/srt,
SSD,"Simpson Manufacturing Co., Inc.",Industrial Goods,Small Tools & Accessories,WIKI/SSD,stocks/ssd,3
SSI,Stage Stores Inc.,Services,Apparel Stores,WIKI/SSI,stocks/ssi,2
SSFN,Stewardship Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/ssfn,
SSN,Samson Oil & Gas Limited,Basic Materials,Oil & Gas Drilling & Exploration,NA,stocks/ssn,
SSNC,,Technology,Business Software & Services,WIKI/SSNC,stocks/ssnc,2
SSNI,"Silver Spring Networks, Inc.",Technology,Computer Based Systems,WIKI/SSNI,stocks/ssni,2
SSP,The E. W. Scripps Company,Services,Publishing - Newspapers,WIKI/SSP,stocks/ssp,2
SSS,Sovran Self Storage Inc.,Financial,REIT - Industrial,NA,stocks/sss,
SSTK,"Shutterstock, Inc.",Services,Business Services,WIKI/SSTK,stocks/sstk,2
SSY,SunLink Health Systems Inc.,Healthcare,Hospitals,NA,stocks/ssy,
ST,Sensata Technologies Holding NV,Technology,Scientific & Technical Instruments,NA,stocks/st,
STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,WIKI/STAA,stocks/staa,4
STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,NA,NA,
STBA,,Financial,Regional - Northeast Banks,WIKI/STBA,stocks/stba,4
STBZ,State Bank Financial Corporation,Financial,Money Center Banks,WIKI/STBZ,stocks/stbz,2
STC,Stewart Information Services Corporation,Financial,Property & Casualty Insurance,WIKI/STC,stocks/stc,3
STE,Steris Corp.,Healthcare,Medical Appliances & Equipment,WIKI/STE,stocks/ste,3
STEC,"STEC, Inc.",,,NA,stocks/stec,
STEI,Stewart Enterprises Inc.,,,NA,stocks/stei,
STEL,StellarOne Corporation,,,NA,stocks/stel,
STEM,StemCells Inc.,Healthcare,Biotechnology,NA,stocks/stem,
STFC,State Auto Financial Corp.,Financial,Property & Casualty Insurance,WIKI/STFC,stocks/stfc,4
STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,WIKI/STI,stocks/sti,2
STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,WIKI/STJ,stocks/stj,2
STL,Sterling Bancorp.,Financial,Savings & Loans,WIKI/STL,stocks/stl,3
SNHY,Sun Hydraulics Corp.,Industrial Goods,Industrial Equipment & Components,WIKI/SNHY,stocks/snhy,3
STLD,Steel Dynamics Inc.,Basic Materials,Steel & Iron,WIKI/STLD,stocks/stld,2
STLY,Stanley Furniture Co. Inc.,Consumer Goods,Home Furnishings & Fixtures,NA,stocks/stly,
STML,"Stemline Therapeutics, Inc.",Healthcare,Biotechnology,WIKI/STML,stocks/stml,2
STND,Standard Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/stnd,
STMP,Stamps.com Inc.,Technology,Application Software,WIKI/STMP,stocks/stmp,3
STNR,Steiner Leisure Ltd.,Services,Personal Services,WIKI/STNR,stocks/stnr,2
STR,Questar Corporation,Utilities,Gas Utilities,WIKI/STR,stocks/str,3
STON,Stonemor Partners LP,Services,Personal Services,NA,stocks/ston,
STRA,Strayer Education Inc.,Services,Education & Training Services,WIKI/STRA,stocks/stra,2
STRI,"STR Holdings, Inc.",Consumer Goods,Rubber & Plastics,NA,stocks/stri,
STRL,Sterling Construction Co. Inc.,Industrial Goods,Heavy Construction,WIKI/STRL,stocks/strl,2
STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,NA,stocks/strm,
STRN,Sutron Corporation,Technology,Scientific & Technical Instruments,NA,stocks/strn,
STRS,Stratus Properties Inc.,Financial,Real Estate Development,NA,stocks/strs,
STRT,STRATTEC Security Corporation,Consumer Goods,Auto Parts,NA,stocks/strt,
STRZA,Starz,Services,Entertainment - Diversified,WIKI/STRZA,NA,2
STSA,Sterling Financial Corporation,Financial,Savings & Loans,WIKI/STSA,stocks/stsa,3
STS,Supreme Industries Inc.,Consumer Goods,Trucks & Other Vehicles,NA,stocks/sts,
STRZB,Starz,,,NA,NA,
STSI,"Star Scientific, Inc.",Healthcare,Drug Manufacturers - Major,WIKI/STSI,stocks/stsi,2
STX,Seagate Technology Public Limited Company,Technology,Data Storage Devices,WIKI/STX,stocks/stx,2
STXS,Stereotaxis Inc.,Healthcare,Medical Appliances & Equipment,NA,stocks/stxs,
STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,WIKI/STZ,stocks/stz,3
SUBK,Suffolk Bancorp,Financial,Money Center Banks,WIKI/SUBK,stocks/subk,3
SUI,Sun Communities Inc.,Financial,REIT - Residential,NA,stocks/sui,
SUMR,"Summer Infant, Inc.",Consumer Goods,Personal Products,NA,stocks/sumr,
SUNE,"SunEdison, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/SUNE,NA,2
SUP,"Superior Industries International, Inc.",Consumer Goods,Auto Parts,WIKI/SUP,stocks/sup,2
SUPX,Supertex Inc.,,,WIKI/SUPX,stocks/supx,3
SURG,"Synergetics USA, Inc.",Healthcare,Medical Appliances & Equipment,NA,stocks/surg,
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,WIKI/SUPN,stocks/supn,3
SUSP,Susser Petroleum Partners LP,Services,Industrial Equipment Wholesale,NA,stocks/susp,
SUSQ,"Susquehanna Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,WIKI/SUSQ,stocks/susq,3
SUTR,Sutor Technology Group Limited,Basic Materials,Steel & Iron,NA,stocks/sutr,
SVBL,"Silver Bull Resources, Inc.",Basic Materials,Industrial Metals & Minerals,NA,stocks/svbl,
SVBI,Severn Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/svbi,
SVT,Servotronics Inc.,Industrial Goods,Industrial Electrical Equipment,NA,stocks/svt,
SVU,SUPERVALU Inc.,Services,Grocery Stores,WIKI/SVU,stocks/svu,2
SWC,Stillwater Mining Co.,Basic Materials,Industrial Metals & Minerals,WIKI/SWC,stocks/swc,2
SWFT,Swift Transportation Company,Services,Trucking,WIKI/SWFT,stocks/swft,3
SWHC,Smith & Wesson Holding Corporation,Industrial Goods,Aerospace/Defense Products & Services,WIKI/SWHC,stocks/swhc,2
SWI,"SolarWinds, Inc.",Technology,Application Software,WIKI/SWI,stocks/swi,2
SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,WIKI/SWK,stocks/swk,2
SWKS,Skyworks Solutions Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/SWKS,stocks/swks,2
SWM,Schweitzer-Mauduit International Inc.,Consumer Goods,Paper & Paper Products,WIKI/SWM,stocks/swm,3
SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,WIKI/SWN,stocks/swn,3
SWS,"SWS Group, Inc.",Financial,Investment Brokerage - Regional,WIKI/SWS,stocks/sws,3
SWX,Southwest Gas Corporation,Utilities,Gas Utilities,WIKI/SWX,stocks/swx,2
SWY,Safeway Inc.,Services,Grocery Stores,WIKI/SWY,stocks/swy,2
SXC,SunCoke Energy Inc.,Basic Materials,Steel & Iron,WIKI/SXC,stocks/sxc,3
SXE,"Southcross Energy Partners, L.P.",Utilities,Gas Utilities,NA,stocks/sxe,
SXI,Standex International Corporation,Industrial Goods,Industrial Equipment & Components,WIKI/SXI,stocks/sxi,3
SXL,Sunoco Logistics Partners L.P.,Basic Materials,Oil & Gas Pipelines,NA,stocks/sxl,
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,WIKI/SXT,stocks/sxt,2
SYA,Symetra Financial Corporation,Financial,Life Insurance,WIKI/SYA,stocks/sya,2
SYBT,"Stock Yards Bancorp, Inc.",Financial,Regional - Southeast Banks,WIKI/SYBT,stocks/sybt,2
SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,WIKI/SYK,stocks/syk,3
SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services,WIKI/SYKE,stocks/syke,2
SYMC,Symantec Corporation,Technology,Security Software & Services,WIKI/SYMC,stocks/symc,2
SYMM,Symmetricom Inc.,,,NA,stocks/symm,
SYMX,"Synthesis Energy Systems, Inc.",Basic Materials,Specialty Chemicals,NA,stocks/symx,
SYN,Synthetic Biologics Inc.,Healthcare,Biotechnology,NA,stocks/syn,
SYNA,Synaptics Inc.,Technology,Application Software,WIKI/SYNA,stocks/syna,2
SYNC,"Synacor, Inc.",Technology,Internet Information Providers,NA,stocks/sync,
SYNM,Syntroleum Corp.,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/synm,
SYPR,Sypris Solutions Inc.,Consumer Goods,Auto Parts,NA,stocks/sypr,
SYRG,Synergy Resources Corporation,Basic Materials,Oil & Gas Equipment & Services,WIKI/SYRG,stocks/syrg,1
SYUT,Synutra International Inc.,Consumer Goods,Dairy Products,WIKI/SYUT,stocks/syut,2
SYY,Sysco Corporation,Services,Food Wholesale,WIKI/SYY,stocks/syy,1
SZYM,"Solazyme, Inc.",Basic Materials,Oil & Gas Refining & Marketing,WIKI/SZYM,stocks/szym,2
T,,Technology,Telecom Services - Domestic,WIKI/T,stocks/t,2
TA,TravelCenters of America LLC,Services,"Specialty Retail, Other",NA,stocks/ta,
TACT,TransAct Technologies Incorporated,Technology,Computer Peripherals,NA,stocks/tact,
TAIT,Taitron Components Inc.,Services,Electronics Wholesale,NA,stocks/tait,
TAL,"TAL International Group, Inc.",Services,Rental & Leasing Services,WIKI/TAL,stocks/tal,2
TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,WIKI/TAP,stocks/tap,2
TASR,TASER International Inc.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/TASR,stocks/tasr,2
TAST,"Carrols Restaurant Group, Inc.",Services,Restaurants,WIKI/TAST,stocks/tast,2
TAT,TransAtlantic Petroleum Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,NA,NA,
TAX,"JTH Holding, Inc.",Services,Personal Services,NA,stocks/tax,
TAYC,Taylor Capital Group Inc.,Financial,Regional - Midwest Banks,WIKI/TAYC,stocks/tayc,2
TAYCP,"Taylor Capital Group, Inc.",,,NA,NA,
TAYD,Taylor Devices Inc.,Industrial Goods,Diversified Machinery,NA,stocks/tayd,
TBAC,"Tandy Brands Accessories, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,NA,stocks/tbac,
TBI,"TrueBlue, Inc.",Services,Staffing & Outsourcing Services,WIKI/TBI,stocks/tbi,2
TBNK,Territorial Bancorp Inc.,Financial,Regional - Pacific Banks,WIKI/TBNK,stocks/tbnk,2
TBOW,"Trunkbow International Holdings, Ltd.",,,NA,stocks/tbow,
TBIO,Transgenomic Inc.,Technology,Scientific & Technical Instruments,NA,stocks/tbio,
TC,Thompson Creek Metals Company Inc.,Basic Materials,Industrial Metals & Minerals,NA,stocks/tc,
TCB,TCF Financial Corporation,Financial,Money Center Banks,WIKI/TCB,stocks/tcb,2
TCBI,Texas Capital BancShares Inc.,Financial,Regional - Southwest Banks,WIKI/TCBI,stocks/tcbi,2
TCBK,TriCo Bancshares,Financial,Regional - Pacific Banks,WIKI/TCBK,stocks/tcbk,1
TCCO,Technical Communications Corporation,Technology,Communication Equipment,NA,stocks/tcco,
TCI,Transcontinental Realty Investors Inc.,Financial,REIT - Diversified,NA,stocks/tci,
TCO,"Taubman Centers, Inc.",Financial,REIT - Retail,NA,stocks/tco,
TCP,"TC PipeLines, LP",Basic Materials,Oil & Gas Pipelines,NA,stocks/tcp,
TDC,Teradata Corporation,Technology,Data Storage Devices,WIKI/TDC,stocks/tdc,3
TDW,Tidewater Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/TDW,stocks/tdw,3
TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,WIKI/TDG,stocks/tdg,3
TDY,Teledyne Technologies Inc.,Consumer Goods,Electronic Equipment,WIKI/TDY,stocks/tdy,2
TE,"TECO Energy, Inc.",Utilities,Electric Utilities,WIKI/TE,stocks/te,2
TECD,Tech Data Corp.,Services,Computers Wholesale,WIKI/TECD,stocks/tecd,2
TECH,Techne Corp.,Healthcare,Biotechnology,WIKI/TECH,stocks/tech,2
TEAR,TearLab Corporation,Healthcare,Medical Laboratories & Research,WIKI/TEAR,stocks/tear,2
TECUA,Tecumseh Products Company,Industrial Goods,Diversified Machinery,WIKI/TECUA,stocks/tecua,3
TECUB,Tecumseh Products Company,,,NA,stocks/tecub,
TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities,WIKI/TEG,stocks/teg,3
TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,WIKI/TEL,stocks/tel,3
TELK,Telik Inc.,Healthcare,Drugs - Generic,NA,stocks/telk,
TER,Teradyne Inc.,Technology,Semiconductor Equipment & Materials,WIKI/TER,stocks/ter,3
TEN,Tenneco Inc.,Consumer Goods,Auto Parts,WIKI/TEN,stocks/ten,2
TESS,TESSCO Technologies Inc.,Services,Electronics Wholesale,WIKI/TESS,stocks/tess,4
TESO,Tesco Corporation,Basic Materials,Oil & Gas Equipment & Services,WIKI/TESO,stocks/teso,3
TEX,Terex Corp.,Industrial Goods,Farm & Construction Machinery,WIKI/TEX,stocks/tex,2
TFCO,Tufco Technologies Inc.,,,NA,stocks/tfco,
TFM,"The Fresh Market, Inc.",Services,Grocery Stores,WIKI/TFM,stocks/tfm,2
TFSL,TFS Financial Corp,Financial,Regional - Midwest Banks,WIKI/TFSL,stocks/tfsl,2
TGC,Tengasco Inc.,Basic Materials,Independent Oil & Gas,NA,stocks/tgc,
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,WIKI/TFX,stocks/tfx,2
TG,Tredegar Corp.,Consumer Goods,Rubber & Plastics,WIKI/TG,stocks/tg,2
TGE,TGC Industries Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/TGE,stocks/tge,1
TGI,"Triumph Group, Inc.",Industrial Goods,Aerospace/Defense Products & Services,WIKI/TGI,stocks/tgi,2
TGT,Target Corp.,Services,"Discount, Variety Stores",WIKI/TGT,stocks/tgt,2
THC,Tenet Healthcare Corp.,Healthcare,Hospitals,WIKI/THC,stocks/thc,3
